timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
960000,960000,197388,0.0067459983,-0.22364843,0.43076143,11.832275,0,0
1956000,1956000,197388,0.004847509,-0.22638297,0.4253405,11.832275,0,0
2968000,2968000,197388,0.00516028,-0.21219331,0.42878956,11.832275,0,0
3960000,3960000,197388,0.003912989,-0.21603833,0.43262947,11.832275,0,0
4956000,4956000,197388,0.0041580456,-0.21699506,0.42448348,11.832275,0,0
5964000,5964000,197388,0.0060095894,-0.22045812,0.42764843,11.832275,0,0
6964000,6964000,197388,0.00054245174,-0.21271579,0.43032908,11.832275,0,0
7960000,7960000,197388,0.011662791,-0.22248442,0.4306591,11.832275,0,0
8968000,8968000,197388,0.005695444,-0.22213821,0.42912996,11.832275,0,0
9960000,9960000,197388,0.0077129845,-0.21227676,0.42294893,11.832275,0,0
10960000,10960000,197388,0.011212212,-0.21626008,0.4258237,11.832275,0,0
11952000,11952000,197388,0.0025256053,-0.21251824,0.42303994,11.832275,0,0
12960000,12960000,197388,0.007759216,-0.217177,0.4350097,11.832275,0,0
13956000,13956000,197388,0.00952169,-0.22010154,0.42826155,11.832275,0,0
14952000,14952000,197388,0.00200003,-0.21748519,0.42769945,11.832275,0,0
15960000,15960000,197388,0.0038528077,-0.21536069,0.42450303,11.832275,0,0
16956000,16956000,197388,0.0065572704,-0.22070615,0.4266672,11.832275,0,0
17968000,17968000,197388,0.003007958,-0.2158747,0.42785263,11.832275,0,0
18964000,18964000,197388,0.002472599,-0.21685137,0.42093807,11.832275,0,0
19956000,19956000,197388,0.0043168874,-0.21369605,0.4225041,11.832275,0,0
20964000,20964000,197388,0.0046320613,-0.21932608,0.42999795,11.832275,0,0
21960000,21960000,197388,0.0062780282,-0.21438248,0.4316063,11.832275,0,0
22956000,22956000,197388,0.003312187,-0.21371083,0.42881298,11.832275,0,0
23964000,23964000,197388,0.00613237,-0.21113414,0.42805815,11.832275,0,0
24960000,24960000,197388,0.01004893,-0.21579994,0.43325698,11.832275,0,0
25956000,25956000,197388,0.004085182,-0.21121919,0.42503834,11.832275,0,0
26968000,26968000,197388,0.010756313,-0.21513496,0.43130863,11.832275,0,0
27960000,27960000,197388,0.00029540848,-0.20990103,0.42011502,11.832275,0,0
28956000,28956000,197388,0.008356283,-0.22041678,0.4345804,11.832275,0,0
29968000,29968000,197388,0.009590255,-0.21396102,0.4271461,11.832275,0,0
30964000,30964000,197388,0.0099561345,-0.2130205,0.4271272,11.832275,0,0
31956000,31956000,197388,0.00627271,-0.21937776,0.43431783,11.832275,0,0
32964000,32964000,197388,0.007926658,-0.21309523,0.42867368,11.832275,0,0
33964000,33964000,197388,0.0040447316,-0.21986714,0.42659953,11.832275,0,0
34960000,34960000,197388,0.0059613455,-0.2184108,0.4240052,11.832275,0,0
35956000,35956000,197388,0.0041430397,-0.21139207,0.4260212,11.832275,0,0
36960000,36960000,197388,0.0069189356,-0.21689442,0.42881405,11.832275,0,0
37956000,37956000,197388,0.007714832,-0.21650876,0.42941308,11.832275,0,0
38968000,38968000,197388,0.0102925,-0.20993501,0.43196085,11.832275,0,0
39960000,39960000,197388,-0.0016436608,-0.2085701,0.43090445,11.832275,0,0
40960000,40960000,197388,0.011542722,-0.2190714,0.4294449,11.832275,0,0
41968000,41968000,197388,0.0040651583,-0.21465684,0.42542073,11.832275,0,0
42960000,42960000,197388,0.00076977356,-0.2179882,0.4313216,11.832275,0,0
43956000,43956000,197388,0.00720408,-0.21558613,0.43107116,11.832275,0,0
44964000,44964000,197388,0.0077343443,-0.22457963,0.4301176,11.832275,0,0
45964000,45964000,197388,0.0075795306,-0.21734832,0.4254009,11.832275,0,0
46956000,46956000,197388,0.007438014,-0.22267208,0.43367898,11.832275,0,0
47964000,47964000,197388,0.002753628,-0.21177913,0.4238626,11.832275,0,0
48964000,48964000,197388,0.0069444235,-0.21373041,0.42737052,11.832275,0,0
49960000,49960000,197388,0.007380688,-0.21854082,0.4275727,11.832275,0,0
50968000,50968000,197388,-0.0014359416,-0.22272626,0.43197274,11.832275,0,0
51960000,51960000,197388,0.004753117,-0.21621522,0.42904687,11.832275,0,0
52956000,52956000,197388,0.0024065943,-0.21571903,0.43258518,11.832275,0,0
53964000,53964000,197388,0.005681743,-0.21628284,0.42699358,11.832275,0,0
54960000,54960000,197388,0.0060268445,-0.21477458,0.42899236,11.832275,0,0
55956000,55956000,197388,0.0065848823,-0.21918355,0.42194685,11.832275,0,0
56952000,56952000,197388,0.003263174,-0.21085863,0.4287101,11.832275,0,0
57964000,57964000,197388,0.0057574073,-0.21428834,0.4290573,11.832275,0,0
58960000,58960000,197388,0.01126476,-0.22070213,0.43186918,11.832275,0,0
59968000,59968000,197388,0.0070799636,-0.21192984,0.42482546,11.832275,0,0
60964000,60964000,197388,0.0054832897,-0.2119641,0.4369076,11.832275,0,0
61956000,61956000,197388,-0.0019122331,-0.21014385,0.42502564,11.832275,0,0
62956000,62956000,197388,0.010926497,-0.22290842,0.43075332,11.832275,0,0
63960000,63960000,197388,0.0033835554,-0.2135492,0.42520767,11.832275,0,0
64960000,64960000,197388,0.0046962025,-0.21501634,0.42962724,11.832275,0,0
65968000,65968000,197388,0.008599441,-0.21956809,0.43042853,11.832275,0,0
66960000,66960000,197388,0.010623427,-0.2216165,0.43029928,11.832275,0,0
67956000,67956000,197388,0.005628558,-0.21642716,0.4276675,11.832275,0,0
68956000,68956000,197388,0.0045468486,-0.21529911,0.42967603,11.832275,0,0
69960000,69960000,197388,0.008437019,-0.21219555,0.42974746,11.832275,0,0
70960000,70960000,197388,0.007861712,-0.21750905,0.42904985,11.832275,0,0
71964000,71964000,197388,0.0041826656,-0.21821617,0.43170935,11.832275,0,0
72960000,72960000,197388,0.009304871,-0.22017832,0.43006107,11.832275,0,0
73956000,73956000,197388,0.0073616677,-0.21095808,0.42128935,11.832275,0,0
74964000,74964000,197388,0.006846634,-0.2141928,0.42645514,11.832275,0,0
75960000,75960000,197388,0.0064235744,-0.21670839,0.42494255,11.832275,0,0
76956000,76956000,197388,0.0034685663,-0.2158544,0.4250711,11.832275,0,0
77956000,77956000,197388,0.008773098,-0.2143573,0.43083838,11.832275,0,0
78960000,78960000,197388,0.0033238223,-0.21343228,0.42968622,11.832275,0,0
79956000,79956000,197388,0.0060619256,-0.21591932,0.43188924,11.832275,0,0
80968000,80968000,197388,0.0072405315,-0.21601592,0.4326893,11.832275,0,0
81960000,81960000,197388,-0.0009931453,-0.21775903,0.43214977,11.832275,0,0
82960000,82960000,197388,0.0068499832,-0.21615492,0.4288186,11.832275,0,0
83964000,83964000,197388,0.0031540685,-0.21781547,0.42797607,11.832275,0,0
84960000,84960000,197388,0.010872589,-0.21044748,0.43088046,11.832275,0,0
85956000,85956000,197388,0.0039755073,-0.21612547,0.4324274,11.832275,0,0
86956000,86956000,197388,0.00402856,-0.22126354,0.42613015,11.832275,0,0
87960000,87960000,197388,0.011614805,-0.21330367,0.4293636,11.832275,0,0
88960000,88960000,197388,0.009395105,-0.20990218,0.42772767,11.832275,0,0
89956000,89956000,197388,0.008968067,-0.21445519,0.429844,11.832275,0,0
90960000,90960000,197388,0.0072838226,-0.22169934,0.43116653,11.832275,0,0
91956000,91956000,197388,-0.0006306038,-0.21642037,0.42528355,11.832275,0,0
92952000,92952000,197388,0.013481262,-0.21200427,0.43389317,11.832275,0,0
93960000,93960000,197388,0.002496507,-0.21639581,0.42656508,11.832275,0,0
94960000,94960000,197388,0.0044631804,-0.21454081,0.4260172,11.832275,0,0
95956000,95956000,197388,0.0073189363,-0.21886162,0.4267351,11.832275,0,0
96960000,96960000,197388,0.008883048,-0.22139308,0.42773423,11.832275,0,0
97960000,97960000,197388,0.007712764,-0.21042636,0.42868105,11.832275,0,0
98968000,98968000,197388,0.011329046,-0.21470645,0.42660847,11.832275,0,0
99960000,99960000,197388,-0.0011970076,-0.21678534,0.43487853,11.832275,0,0
100960000,100960000,197388,0.004362847,-0.21121697,0.43161288,11.832275,0,0
101964000,101964000,197388,0.001116563,-0.21593952,0.42764038,11.832275,0,0
102960000,102960000,197388,0.0060549593,-0.21465822,0.42948896,11.832275,0,0
103956000,103956000,197388,0.010950885,-0.213803,0.42764452,11.832275,0,0
104964000,104964000,197388,0.006754142,-0.21408153,0.43193358,11.832275,0,0
105960000,105960000,197388,0.007765944,-0.21214336,0.42917332,11.832275,0,0
106960000,106960000,197388,0.0063133584,-0.21146572,0.42544767,11.832275,0,0
107968000,107968000,197388,0.0076413183,-0.21645305,0.42314604,11.832275,0,0
108960000,108960000,197388,0.006511914,-0.21466887,0.43374246,11.832275,0,0
109960000,109960000,197388,0.0099931955,-0.21790238,0.43272904,11.832275,0,0
110964000,110964000,197388,0.010852973,-0.22260042,0.42755368,11.832275,0,0
111964000,111964000,197388,0.006664177,-0.21643996,0.4297396,11.832275,0,0
112960000,112960000,197388,0.007309774,-0.2158288,0.42991453,11.832275,0,0
113964000,113964000,197388,0.010230652,-0.21464838,0.43021765,11.832275,0,0
114964000,114964000,197388,0.0064995894,-0.21703137,0.4281192,11.832275,0,0
115956000,115956000,197388,0.017863126,-0.20744304,0.43341956,11.831879,0,0
116952000,116952000,197388,-0.11032904,-0.2101298,0.41402942,11.807556,0,0
117964000,117964000,197388,-0.1195103,-0.24376008,0.4020271,11.76413,0,0
118960000,118960000,197388,-0.10280579,-0.23296684,0.40735054,11.726166,0,0
119956000,119956000,197388,-0.083259754,-0.22809948,0.4245084,11.69989,0,0
120960000,120960000,197388,-0.07125337,-0.22095373,0.43069103,11.680206,0,0
121960000,121960000,197388,-0.07449056,-0.21689032,0.42416042,11.661865,0,0
122968000,122968000,197388,-0.07197446,-0.21830082,0.42146286,11.643799,0,0
123960000,123960000,197388,-0.075741574,-0.21854274,0.41778004,11.625977,0,0
124960000,124960000,197388,0.024875753,-0.3833196,0.28465757,11.607239,0,0
125964000,125964000,197388,0.079028696,-0.39193308,0.2748155,11.588409,0,0
126960000,126960000,197388,0.12150626,-0.29463005,0.35834554,11.572174,0,0
127960000,127960000,197388,0.18184532,-0.18625775,0.40607393,11.567413,0,0
128964000,128964000,197388,-0.032296356,-0.1738411,0.4451915,11.564514,0,0
129964000,129964000,197388,-0.23058614,-0.20607992,0.3629157,11.552582,0,0
130960000,130960000,197388,-0.29535052,-0.22867028,0.28623864,11.535858,0,0
131952000,131952000,197388,-0.25197545,-0.21083514,0.34456092,11.518066,0,0
132960000,132960000,197388,-0.20314422,-0.11714928,0.4238502,11.510529,0,0
133960000,133960000,197388,-0.17786343,-0.048340864,0.44239226,11.508362,0,0
134952000,134952000,197388,-0.1889302,-0.012596069,0.4345472,11.507507,0,0
135964000,135964000,197388,-0.18757248,-0.017518897,0.4434622,11.507233,0,0
136960000,136960000,197388,-0.1905711,-0.017779756,0.43762398,11.50708,0,0
137952000,137952000,197388,-0.19404678,-0.024300782,0.44571635,11.506775,0,0
138960000,138960000,197388,-0.1910748,-0.0341463,0.43650922,11.506653,0,0
139956000,139956000,197388,-0.18791233,-0.032427672,0.43613198,11.506653,0,0
140964000,140964000,197388,-0.19454035,-0.04134002,0.4372669,11.506592,0,0
141960000,141960000,197388,-0.194383,-0.039848235,0.44072142,11.506561,0,0
142956000,142956000,197388,-0.19624361,-0.032894984,0.43028393,11.506439,0,0
143952000,143952000,197388,-0.19139118,-0.03215735,0.4360918,11.506256,0,0
144960000,144960000,197388,-0.18694296,-0.038097993,0.44300348,11.506348,0,0
145956000,145956000,197388,-0.16473301,-0.28598338,0.34485918,11.506134,0,0
146968000,146968000,197388,-0.08967723,-0.44038332,0.18048218,11.507111,0,0
147960000,147960000,197388,0.06023668,-0.4676047,0.09934311,11.511078,0,0
148956000,148956000,197388,0.18932591,-0.40676332,0.17541711,11.514801,0,0
149968000,149968000,197388,0.20828207,-0.2783147,0.3402494,11.5173645,0,0
150960000,150960000,197388,0.20226339,-0.045645878,0.44042814,11.5159,0,0
151956000,151956000,197388,0.21639308,0.101029135,0.42586315,11.5104065,0,0
152956000,152956000,197388,0.23717028,0.1171596,0.39875385,11.507721,0,0
153960000,153960000,197388,0.24043283,0.07788847,0.404906,11.507751,0,0
154956000,154956000,197388,0.23178259,0.017754225,0.42611095,11.507874,0,0
155956000,155956000,197388,0.2263056,-0.02942356,0.41969106,11.507477,0,0
156960000,156960000,197388,0.22525914,-0.056932487,0.41811782,11.507019,0,0
157956000,157956000,197388,0.22275978,-0.06278716,0.41660726,11.506897,0,0
158956000,158956000,197388,0.23288967,-0.064402394,0.41867825,11.507141,0,0
159964000,159964000,197388,0.2325655,-0.06443942,0.4181307,11.507263,0,0
160960000,160960000,197388,0.2281686,-0.057445906,0.41222593,11.507324,0,0
161956000,161956000,197388,0.22510818,-0.055080447,0.41343063,11.507507,0,0
162960000,162960000,197388,0.23271017,-0.05929028,0.41436037,11.50766,0,0
163956000,163956000,197388,0.22623286,-0.053508233,0.41413516,11.507935,0,0
164956000,164956000,197388,0.23221089,-0.060152207,0.41636822,11.508209,0,0
165960000,165960000,197388,0.23311849,-0.061662555,0.418093,11.508179,0,0
166960000,166960000,197388,0.22777332,-0.061115373,0.41866168,11.508148,0,0
167956000,167956000,197388,0.22837202,-0.056884218,0.41820422,11.508209,0,0
168964000,168964000,197388,0.2283359,-0.05118749,0.414941,11.508362,0,0
169960000,169960000,197388,0.23201756,-0.06351668,0.42532995,11.508392,0,0
170968000,170968000,197388,0.22908337,-0.053526264,0.41326228,11.508392,0,0
171960000,171960000,197388,0.23496178,-0.056088053,0.42536688,11.508301,0,0
172956000,172956000,197388,0.2290581,-0.055847436,0.4174396,11.508209,0,0
173964000,173964000,197388,0.22984637,0.0034178398,0.42405882,11.508148,0,0
174960000,174960000,197388,0.19988918,0.15978552,0.4083291,11.50708,0,0
175956000,175956000,197388,0.06727989,0.18358156,0.44733092,11.509216,0,0
176964000,176964000,197388,-0.102137886,0.22552116,0.41754207,11.512482,0,0
177960000,177960000,197388,-0.1993903,0.2456443,0.3635636,11.515045,0,0
178956000,178956000,197388,-0.22692347,0.15608421,0.40358177,11.515045,0,0
179964000,179964000,197388,-0.21148409,0.012145202,0.42772374,11.51062,0,0
180960000,180960000,197388,-0.19746143,-0.059032217,0.4317604,11.507233,0,0
181956000,181956000,197388,-0.1941818,-0.10112168,0.42166406,11.506836,0,0
182964000,182964000,197388,-0.1999087,-0.10131008,0.4286858,11.507019,0,0
183964000,183964000,197388,-0.20286399,-0.07962799,0.43153176,11.506592,0,0
184960000,184960000,197388,-0.18881199,-0.06783229,0.4349575,11.506195,0,0
185964000,185964000,197388,-0.18961091,-0.055197652,0.4339834,11.506134,0,0
186960000,186960000,197388,-0.18772198,-0.04427444,0.44593754,11.506256,0,0
187956000,187956000,197388,-0.18786354,-0.04905675,0.43770224,11.506348,0,0
188964000,188964000,197388,-0.18561722,-0.05125927,0.4410547,11.506561,0,0
189960000,189960000,197388,-0.19176146,-0.04561423,0.44380978,11.506805,0,0
190956000,190956000,197388,-0.18527906,-0.048508424,0.43987966,11.5069275,0,0
191964000,191964000,197388,-0.18817881,-0.053721815,0.4364561,11.506989,0,0
192964000,192964000,197388,-0.18661402,-0.05846596,0.4432041,11.506989,0,0
193956000,193956000,197388,-0.18782227,-0.055707354,0.4397465,11.50705,0,0
194964000,194964000,197388,-0.18444507,-0.057275485,0.43991196,11.50708,0,0
195960000,195960000,197388,-0.18044715,-0.053247076,0.43381637,11.5069275,0,0
196956000,196956000,197388,-0.16736063,-0.22003281,0.3952816,11.506714,0,0
197964000,197964000,197388,-0.11279895,-0.42273208,0.21462107,11.506897,0,0
198960000,198960000,197388,0.008837751,-0.46009144,0.14576408,11.510376,0,0
199960000,199960000,197388,0.109354414,-0.41378096,0.21331318,11.514099,0,0
200956000,200956000,197388,0.15508007,-0.3001782,0.34044346,11.514374,0,0
201964000,201964000,197388,0.17575333,-0.1612115,0.42443034,11.510681,0,0
202956000,202956000,197388,0.19156466,-0.08878132,0.42941988,11.507416,0,0
203964000,203964000,197388,0.19349557,-0.08100006,0.43329155,11.5065,0,0
204960000,204960000,197388,0.19250423,-0.092966065,0.4302797,11.5065,0,0
205956000,205956000,197388,0.18633471,-0.12506968,0.42784095,11.506531,0,0
206952000,206952000,197388,0.18542013,-0.1438889,0.42707425,11.506531,0,0
207960000,207960000,197388,0.17706822,-0.15090749,0.41811112,11.5065,0,0
208960000,208960000,197388,0.17256242,-0.11924679,0.43623605,11.506622,0,0
209952000,209952000,197388,0.1567442,-0.08898279,0.45221114,11.506348,0,0
210960000,210960000,197388,0.1350105,-0.088460095,0.4559331,11.506256,0,0
211960000,211960000,197388,0.1162958,-0.12503141,0.45832896,11.506256,0,0
212964000,212964000,197388,0.08502632,-0.16071907,0.44446304,11.506165,0,0
213964000,213964000,197388,0.08179101,-0.18755493,0.43598753,11.506073,0,0
214960000,214960000,197388,0.065566085,-0.20399763,0.43119285,11.506073,0,0
215952000,215952000,197388,0.07355157,-0.20767333,0.4203247,11.505798,0,0
216964000,216964000,197388,0.084405005,-0.21027638,0.42756683,11.505646,0,0
217956000,217956000,197388,0.074504524,-0.20988487,0.42098042,11.505737,0,0
218952000,218952000,197388,0.07976398,-0.20581664,0.42434442,11.505676,0,0
219960000,219960000,197388,0.07758309,-0.20703144,0.42785227,11.505798,0,0
220956000,220956000,197388,0.07698303,-0.20586513,0.42794046,11.505829,0,0
221964000,221964000,197388,0.05517319,-0.12809996,0.46646404,11.505585,0,0
222960000,222960000,197388,0.015458372,-0.07114161,0.47555554,11.505341,0,0
223956000,223956000,197388,-0.025291495,-0.07248918,0.47236887,11.505554,0,0
224968000,224968000,197388,-0.060849726,-0.103180945,0.46681634,11.5060425,0,0
225960000,225960000,197388,-0.08566597,-0.1406871,0.44913772,11.506165,0,0
226956000,226956000,197388,-0.10164885,-0.1641088,0.44462222,11.506134,0,0
227964000,227964000,197388,-0.09476505,-0.17827994,0.43743473,11.506165,0,0
228964000,228964000,197388,-0.09418783,-0.18880348,0.43388405,11.506409,0,0
229956000,229956000,197388,-0.095528014,-0.1880271,0.42895877,11.506714,0,0
230964000,230964000,197388,-0.09166161,-0.18464611,0.4415474,11.506897,0,0
231960000,231960000,197388,-0.09103095,-0.18706715,0.4392672,11.507172,0,0
232960000,232960000,197388,-0.09266007,-0.17818066,0.4340876,11.507385,0,0
233952000,233952000,197388,-0.09956447,-0.11386562,0.45848054,11.507538,0,0
234960000,234960000,197388,-0.12970056,-0.06044415,0.45173585,11.50769,0,0
235956000,235956000,197388,-0.14655542,-0.045548808,0.45371065,11.5078125,0,0
236964000,236964000,197388,-0.15818125,-0.05405677,0.45047808,11.508057,0,0
237960000,237960000,197388,-0.16364534,-0.06988584,0.44580775,11.508362,0,0
238956000,238956000,197388,-0.1659791,-0.0824338,0.44142222,11.508514,0,0
239952000,239952000,197388,-0.17107779,-0.097124286,0.43648517,11.508667,0,0
240960000,240960000,197388,-0.14435835,-0.27268964,0.37336192,11.5086975,0,0
241956000,241956000,197388,-0.059754763,-0.43827012,0.18100533,11.509277,0,0
242956000,242956000,197388,0.08715023,-0.46380693,0.11105594,11.513153,0,0
243960000,243960000,197388,0.20349279,-0.38888627,0.18281072,11.516937,0,0
244956000,244956000,197388,0.20989019,-0.26806518,0.33620143,11.519287,0,0
245968000,245968000,197388,0.17794864,-0.03682465,0.4461438,11.518921,0,0
246960000,246960000,197388,0.17791052,0.15307377,0.42314416,11.513031,0,0
247956000,247956000,197388,0.21281455,0.20045696,0.3844647,11.50882,0,0
248968000,248968000,197388,0.22195424,0.17195153,0.39024907,11.508179,0,0
249960000,249960000,197388,0.23262914,0.104222946,0.40564722,11.50827,0,0
250956000,250956000,197388,0.23157676,0.059001684,0.4165065,11.507874,0,0
251968000,251968000,197388,0.23913574,0.03345237,0.4165173,11.507446,0,0
252960000,252960000,197388,0.23758654,0.024910064,0.41747254,11.507263,0,0
253956000,253956000,197388,0.23437053,0.01583235,0.42288572,11.507172,0,0
254964000,254964000,197388,0.2362688,0.01382742,0.41655034,11.50705,0,0
255960000,255960000,197388,0.24017036,0.01939862,0.41352192,11.506775,0,0
256956000,256956000,197388,0.23576042,0.020131228,0.41577402,11.506622,0,0
257952000,257952000,197388,0.22626223,0.024442745,0.41418064,11.506439,0,0
258964000,258964000,197388,0.23251088,0.0215328,0.41664594,11.506592,0,0
259956000,259956000,197388,0.23349704,0.019757668,0.41376194,11.506805,0,0
260956000,260956000,197388,0.23553129,0.019679239,0.42330077,11.506897,0,0
261960000,261960000,197388,0.23600891,0.017015798,0.418202,11.507172,0,0
262956000,262956000,197388,0.2311288,0.015615666,0.41820252,11.507538,0,0
263952000,263952000,197388,0.2328128,0.024839206,0.4198033,11.507935,0,0
264960000,264960000,197388,0.24139716,0.019408477,0.41582116,11.50827,0,0
265956000,265956000,197388,0.24213272,0.06094879,0.41473475,11.508606,0,0
266952000,266952000,197388,0.24679106,0.19865325,0.3633902,11.507782,0,0
267964000,267964000,197388,0.16445324,0.15402672,0.41593194,11.509766,0,0
268956000,268956000,197388,0.06243147,0.076279856,0.47474578,11.513092,0,0
269964000,269964000,197388,-0.031211458,-0.043234266,0.48271647,11.514221,0,0
270960000,270960000,197388,-0.060482074,-0.14809267,0.4542601,11.512268,0,0
271956000,271956000,197388,-0.06463867,-0.19948627,0.42608804,11.510284,0,0
272964000,272964000,197388,-0.064850226,-0.22928792,0.416798,11.509552,0,0
273960000,273960000,197388,-0.051613543,-0.22493541,0.4193511,11.509491,0,0
274960000,274960000,197388,-0.040002268,-0.22344553,0.41879076,11.509491,0,0
